Review_id,Film_id,Comment
94,tt6373518,"{'imdb_id': 'tt6373518', 'comentarios': [{'review': 'Black history in a nutshell', 'rating': '10/10'}, {'review': 'Funny and Enlightening', 'rating': '9/10'}, {'review': ""It's not about Black History, it's about African-American History..."", 'rating': '5/10'}, {'review': ""While a little too campy, it's still great!"", 'rating': '9/10'}, {'review': 'Funny parts but Inaccurate History', 'rating': '7/10'}, {'review': 'Recognition', 'rating': '8/10'}, {'review': 'Proud and unforgiving portrayal of real people', 'rating': '10/10'}, {'review': 'Funny and Informative!', 'rating': '10/10'}, {'review': 'Creative and fun', 'rating': '10/10'}, {'review': 'Fun and light hearted look at important American history', 'rating': '8/10'}, {'review': 'Black History told with smiles and giggles. Loved it!', 'rating': '10/10'}, {'review': 'INFORMATIVE THINGS NARRATED IN A FUNNY WAY', 'rating': '8/10'}, {'review': 'Great history lesson', 'rating': '9/10'}, {'review': 'Ladi Dadi EVERYBODY need to watch this!', 'rating': '10/10'}, {'review': 'A film that focuses on positivity', 'rating': '10/10'}, {'review': 'A MUST WATCH !', 'rating': '10/10'}, {'review': 'A bad copy of ""Latin History for Morons: John Leguizamo\'s Road to Broadway""', 'rating': '5/10'}, {'review': ""My Guide To Kevin Hart's Guide."", 'rating': '2/10'}, {'review': 'Silly yet profound to a degree', 'rating': '7/10'}, {'review': 'Informative and Entertaining but With Some Uneasy Moments', 'rating': '8/10'}, {'review': 'Clearly a fan of ""Drunk History""', 'rating': '7/10'}, {'review': 'Frame it', 'rating': '7/10'}, {'review': 'Easy learning', 'rating': '10/10'}, {'review': 'Forced Agenda', 'rating': '2/10'}, {'review': 'Educational Not Funny', 'rating': '8/10'}]}"
95,tt5096470,"{'imdb_id': 'tt5096470', 'comentarios': [{'review': 'Sam Claflin (heart)', 'rating': '6/10'}, {'review': 'Not that bad at all', 'rating': '6/10'}, {'review': 'I Liked It', 'rating': '8/10'}, {'review': ""Can't belive how split the reviews are for this film."", 'rating': '8/10'}, {'review': 'Should have been so much better', 'rating': '4/10'}, {'review': 'A complete disappointment', 'rating': '5/10'}, {'review': 'Less than the sum of its parts', 'rating': '6/10'}, {'review': 'Very funny and light entertainment', 'rating': '7/10'}, {'review': 'Hard to go through', 'rating': '3/10'}, {'review': ""I don't want them to get together at the end."", 'rating': '3/10'}, {'review': 'Crap', 'rating': '1/10'}, {'review': 'A really fun and lovely romantic comedy', 'rating': '7/10'}, {'review': 'Not as bad as the reviews', 'rating': '1/10'}, {'review': 'Ridiculous film with ridiculous story and ridiculous dialogue.', 'rating': '2/10'}, {'review': ""Don't waste your time!"", 'rating': '8/10'}, {'review': 'Hilarious and warm', 'rating': '8/10'}, {'review': 'Fun time film, never tries to be anything more.', 'rating': '2/10'}, {'review': 'A disappointment', 'rating': '8/10'}, {'review': 'Wonderful English humour! what a little gem!', 'rating': '8/10'}, {'review': 'Wanna laugh?', 'rating': '8/10'}, {'review': 'Brittish comedy at its finest', 'rating': '9/10'}, {'review': 'Well Done and Refreshing', 'rating': '2/10'}, {'review': 'Worst movie I have seen in a long time.', 'rating': '7/10'}, {'review': 'Lots of out-loud laughs', 'rating': '8/10'}, {'review': 'A 1930s Screwball Comedy for the 2020s', 'rating': 'Sin calificación'}]}"
96,tt1464763,"{'imdb_id': 'tt1464763', 'comentarios': [{'review': 'Muted indifference', 'rating': '5/10'}, {'review': 'Promising Storyline, Messy Screenplay, Uninteresting Character', 'rating': '5/10'}, {'review': 'Slow Pacing and Weird Character Choices Handcuff Mute After a Promising Start', 'rating': '6/10'}, {'review': 'Ambitious and evocative, but also pretentious and impenetrable.', 'rating': '5/10'}, {'review': 'Harsh reviews', 'rating': '7/10'}, {'review': 'Better enjoyed by a niche audience', 'rating': '7/10'}, {'review': 'Could Have Been Good Except it Makes Zero Sense', 'rating': '4/10'}, {'review': 'C+ Movie bolstered by A+ Performances', 'rating': '7/10'}, {'review': 'Great Story, not half bad', 'rating': '8/10'}, {'review': 'Decent sci-fi murder mystery', 'rating': '6/10'}, {'review': 'Forget the 1 and other low scores!', 'rating': '7/10'}, {'review': 'Definitely memorable (although not in a good way).', 'rating': '7/10'}, {'review': 'Better than reviews talk about it', 'rating': '8/10'}, {'review': 'Excellent', 'rating': '2/10'}, {'review': 'Some of the things that are really wrong with this picture ...', 'rating': '1/10'}, {'review': 'Worst movie of all time?', 'rating': '5/10'}, {'review': 'half and half', 'rating': '1/10'}, {'review': 'A Hell Of A Boring Sci-Fi With Uninspired Setting & Bland Characters', 'rating': '8/10'}, {'review': 'A complete failure', 'rating': '8/10'}, {'review': 'good movie with interesting storyline and nice cinematography', 'rating': '1/10'}, {'review': 'Underrated, if slightly flawed movie that requires thought', 'rating': '5/10'}, {'review': 'too much going on, too many characters, too much story. not focused', 'rating': '2/10'}, {'review': 'A messy sci-fi thriller', 'rating': '9/10'}, {'review': 'Are you lot on puff?', 'rating': 'Sin calificación'}, {'review': 'A challenging, bittersweet personal project', 'rating': 'Sin calificación'}]}"
97,tt11307814,"{'imdb_id': 'tt11307814', 'comentarios': [{'review': ""Eh, it's not as bad as some of these wannabe critics say it is."", 'rating': '7/10'}, {'review': ""It's watchable, but don't expect any new ideas."", 'rating': '6/10'}, {'review': 'Make Better Decisions', 'rating': '4/10'}, {'review': 'What is the Point?', 'rating': '3/10'}, {'review': 'No message, no purpose (spoilers)', 'rating': '2/10'}, {'review': 'Swedes have poor survival skills', 'rating': '4/10'}, {'review': 'East Watch', 'rating': '4/10'}, {'review': 'Very forgettable', 'rating': '3/10'}, {'review': ""If you like good twists I wouldn't pay any attention to the low score and/or the bad reviews."", 'rating': '7/10'}, {'review': 'You should skip this one.', 'rating': '4/10'}, {'review': ""Couldn't stand the woman"", 'rating': '1/10'}, {'review': 'Please watch this movie for yourself', 'rating': '8/10'}, {'review': 'Garbage', 'rating': '1/10'}, {'review': 'TERRIBLE!', 'rating': '3/10'}, {'review': 'Terror In The Snow', 'rating': '7/10'}, {'review': 'A lot of the bad reviews seems to be annoyed about the unrealistic survival skills and I agree', 'rating': '8/10'}, {'review': 'Disappointing', 'rating': '1/10'}, {'review': 'Cute', 'rating': '5/10'}, {'review': ""Very nice movie, don't trust the low rank"", 'rating': '8/10'}, {'review': ""It's a decent watch but has small holes that bring it down"", 'rating': '6/10'}, {'review': 'Steaming pile of dog poo', 'rating': '1/10'}, {'review': 'Oh my the consequences of my own actions.', 'rating': '4/10'}, {'review': '6', 'rating': '6/10'}, {'review': ""Good movie, worth a watch, don't know what's up with some reviews"", 'rating': '7/10'}, {'review': 'Rooting for (?)', 'rating': '7/10'}]}"
98,tt14164234,"{'imdb_id': 'tt14164234', 'comentarios': [{'review': 'Beautiful', 'rating': '10/10'}, {'review': 'Excellent human-centered story, but the average American moviegoer might not understand it..', 'rating': '9/10'}, {'review': 'Beautiful and human', 'rating': '9/10'}, {'review': 'A Mixed Bag', 'rating': '4/10'}, {'review': 'In a word: Unfocused', 'rating': '4/10'}, {'review': 'Awesome movie', 'rating': '10/10'}, {'review': 'True love (?)', 'rating': '8/10'}, {'review': 'Great!', 'rating': '10/10'}, {'review': 'Beautiful and True', 'rating': '10/10'}, {'review': 'Beautiful', 'rating': '7/10'}, {'review': 'Had a potential', 'rating': '2/10'}, {'review': 'Good', 'rating': '10/10'}, {'review': 'never trust lesbian movies made by men', 'rating': '1/10'}, {'review': ""It doesn't even deserve a 1, Trash"", 'rating': '1/10'}, {'review': 'Outstanding and Bold', 'rating': '9/10'}, {'review': ""It's okay but it's too naive"", 'rating': '5/10'}, {'review': 'Nonsensical Plotline', 'rating': '3/10'}, {'review': 'Its okay', 'rating': '5/10'}, {'review': 'What would you do for love?', 'rating': '7/10'}, {'review': 'Blue is the warmest color in the Japanese version.', 'rating': '9/10'}, {'review': 'Love Someone To Death', 'rating': '7/10'}, {'review': 'Great movie!', 'rating': '10/10'}, {'review': 'Bad', 'rating': '1/10'}, {'review': 'Mediocre', 'rating': '2/10'}, {'review': 'We killed someone', 'rating': '3/10'}]}"
99,tt5267472,"{'imdb_id': 'tt5267472', 'comentarios': [{'review': 'Cringey first half, much better second half', 'rating': '4/10'}, {'review': ""Don't judge before you watch the second half!!!"", 'rating': '6/10'}, {'review': ""If you're going to watch it, watch it until the end."", 'rating': '8/10'}, {'review': 'Was it a great movie, nah but was it bad NO', 'rating': '7/10'}, {'review': 'Terrible Film, Unintentionally watchable', 'rating': '2/10'}, {'review': 'This is actually really funny', 'rating': '8/10'}, {'review': 'Netflix did it again!', 'rating': '9/10'}, {'review': 'Man, I wish this had worked', 'rating': '4/10'}, {'review': 'well, they tried', 'rating': '5/10'}, {'review': 'Concieted, self conscious and irreverant', 'rating': '2/10'}, {'review': 'Painful Movie with a Feel Good Ending', 'rating': '4/10'}, {'review': 'Pitch Perfect Wish Edition', 'rating': '4/10'}, {'review': 'Guilty pleasure movie', 'rating': '8/10'}, {'review': 'Ugh', 'rating': '8/10'}, {'review': 'Better than Expected', 'rating': '9/10'}, {'review': 'Funny and Educational', 'rating': '3/10'}, {'review': 'This movie upsets the ancestors', 'rating': '10/10'}, {'review': 'The Perfect Step Show!', 'rating': '7/10'}, {'review': 'Not as bad as it looks', 'rating': '10/10'}, {'review': 'Loved it', 'rating': '8/10'}, {'review': ""I'd even compare it to the film 'DEAR WHITE PEOPLE' in quality."", 'rating': '6/10'}, {'review': 'Pleasantly surprised', 'rating': '1/10'}, {'review': 'This movie should of never been made.', 'rating': '1/10'}, {'review': 'WACK!!! PERIOD', 'rating': '8/10'}, {'review': 'Entertaining', 'rating': 'Sin calificación'}]}"
100,tt2548396,"{'imdb_id': 'tt2548396', 'comentarios': [{'review': 'The God Particle', 'rating': '3/10'}, {'review': 'Never mind that thing at the end, where was the plot!!', 'rating': '5/10'}, {'review': 'Maybe in a parallel universe this was Best Original Screenplay', 'rating': '6/10'}, {'review': 'Cloverfield in Space', 'rating': '3/10'}, {'review': 'Should have been named ""The Paradox"". Why did they have ""Cloverfield"" thrown in there?...', 'rating': '7/10'}, {'review': ""Only just 'Cloverfield'"", 'rating': '5/10'}, {'review': 'TNG Episode', 'rating': '8/10'}, {'review': 'Crimson and ""Clover"", over and over...', 'rating': '2/10'}, {'review': 'Direct to rent...', 'rating': '1/10'}, {'review': 'I could have watched Norbit', 'rating': '1/10'}, {'review': 'Not an Original Idea in this', 'rating': '2/10'}, {'review': 'Someone has forgotten about a script', 'rating': '2/10'}, {'review': 'Disappointing', 'rating': '7/10'}, {'review': 'Paradox Might be the Hidden Key!', 'rating': '4/10'}, {'review': ""The Cloverfield Paradox: I get it, I just don't like it"", 'rating': '4/10'}, {'review': 'a space muddle', 'rating': '7/10'}, {'review': 'As Cloverfield as the other two :)', 'rating': '3/10'}, {'review': 'A cliché with nothing going for it.', 'rating': '5/10'}, {'review': 'From a sci-fi fan: Disappointing, cheezy, average b-movie.', 'rating': '7/10'}, {'review': 'Very interesting.', 'rating': '3/10'}, {'review': 'This movie gives up on itself before you will', 'rating': '7/10'}, {'review': 'I enjoyed it.', 'rating': '8/10'}, {'review': 'The audience members rating this poorly seem to believe a good film that is also layered and confusing is a paradox in itself', 'rating': '4/10'}, {'review': 'Mediocre sci-fi horror with the Cloverfield brand tacked on.', 'rating': '7/10'}, {'review': 'Enjoyed it more, than I should have?', 'rating': 'Sin calificación'}]}"
101,tt10060094,"{'imdb_id': 'tt10060094', 'comentarios': [{'review': ""Fun movie, don't take it to serious"", 'rating': '7/10'}, {'review': ""Yes it's a bit cliche but it's still cute."", 'rating': '7/10'}, {'review': 'Very heart-warming', 'rating': '8/10'}, {'review': 'Disregard History and Common Sense and Enjoy the Scenery', 'rating': '5/10'}, {'review': 'Decent film with a familiar story', 'rating': '5/10'}, {'review': 'How lovely', 'rating': '9/10'}, {'review': 'Everything you want in a rom com', 'rating': '7/10'}, {'review': ""It's enjoyable and enough reason to watch it!!"", 'rating': '7/10'}, {'review': 'Fun Nonsense', 'rating': '8/10'}, {'review': 'cliche & feel good', 'rating': '6/10'}, {'review': 'A Typical But Much More Stress Free Holiday Entertainment', 'rating': '7/10'}, {'review': ""As you'd expect"", 'rating': '4/10'}, {'review': ""Can't believe the negativity. This is a great movie."", 'rating': '10/10'}, {'review': 'Knights and Christmas, love it.', 'rating': '8/10'}, {'review': 'A home run ... by Canadian standards', 'rating': '9/10'}, {'review': ""Vanessa Hudgens becoming the Netflix Christmas Queen, and that's a good thing."", 'rating': '7/10'}, {'review': 'Light Hearted delight', 'rating': '10/10'}, {'review': 'A Really Cute Christmas Movie', 'rating': '10/10'}, {'review': 'Better than Hallmark sweet movie with few flaws', 'rating': '10/10'}, {'review': 'Reasons', 'rating': '4/10'}, {'review': 'Come on, this movie was awesome', 'rating': '10/10'}, {'review': 'It was wonderful!', 'rating': '10/10'}, {'review': 'If you are a fan of Hallmark Christmas movies, you will love this!', 'rating': '10/10'}, {'review': 'Fun Christmas movie for RomCom watchers', 'rating': '5/10'}, {'review': 'Good for x-mas...', 'rating': '4/10'}]}"
102,tt4762824,"{'imdb_id': 'tt4762824', 'comentarios': [{'review': 'Nothing New', 'rating': '6/10'}, {'review': 'Weird tone', 'rating': '5/10'}, {'review': 'Funnier than others reviewed', 'rating': '7/10'}, {'review': 'Not Terrible, but Definitely not a Must-Watch', 'rating': '4/10'}, {'review': 'Suprising', 'rating': '8/10'}, {'review': 'A Good Shot For Hill, Despite Little Meat On The Bones', 'rating': '7/10'}, {'review': 'Not actually that bad', 'rating': '5/10'}, {'review': 'Not as bad as people say...', 'rating': '7/10'}, {'review': 'Growing up (or is it old?)', 'rating': '7/10'}, {'review': 'Beautiful scenery', 'rating': '10/10'}, {'review': 'Like a home movie of my husbands family.', 'rating': '6/10'}, {'review': 'Is What It Is', 'rating': '7/10'}, {'review': 'Good decent father and son movie', 'rating': '4/10'}, {'review': 'What Starts As A Parody Turns Into An Exercise In Futility', 'rating': '9/10'}, {'review': 'A Must Watch', 'rating': '8/10'}, {'review': 'A cozy watch', 'rating': '6/10'}, {'review': 'Amedy (coming to age comedy)', 'rating': '8/10'}, {'review': ""I find offense to the character's personal beliefs, but not to the film itself."", 'rating': '3/10'}, {'review': 'the kid acted good', 'rating': '2/10'}, {'review': 'bloody hell', 'rating': '8/10'}, {'review': 'Jody Hill and David Gordon Green...', 'rating': '3/10'}, {'review': 'Not a good legacy', 'rating': '5/10'}, {'review': 'That sounds familiar', 'rating': '5/10'}, {'review': 'Not Deliverance for sure', 'rating': '3/10'}, {'review': 'Watch the trailer and you will be good', 'rating': 'Sin calificación'}]}"
103,tt7525778,"{'imdb_id': 'tt7525778', 'comentarios': [{'review': 'Actually pretty funny', 'rating': '6/10'}, {'review': 'this was kinda funny...', 'rating': '5/10'}, {'review': ""What's with the one star reviews?"", 'rating': '6/10'}, {'review': 'Realistic', 'rating': '10/10'}, {'review': 'People are not getting the point.', 'rating': '7/10'}, {'review': 'Late night laughs', 'rating': '7/10'}, {'review': 'This was...okay?', 'rating': '6/10'}, {'review': 'Get it to the hospital...', 'rating': '7/10'}, {'review': '7', 'rating': '8/10'}, {'review': 'Notthat bad', 'rating': '7/10'}, {'review': 'The Package: Childish, juvenile, hilarious', 'rating': '10/10'}, {'review': ""I'm absolutely melting"", 'rating': '8/10'}, {'review': 'Hilarious if you appreciate juvenile humor', 'rating': '8/10'}, {'review': 'Hilarious scenes that will make me never forget this movie.', 'rating': '8/10'}, {'review': 'This a immature comdey', 'rating': '1/10'}, {'review': ""Move Along, There's Nothing To See Here"", 'rating': '1/10'}, {'review': 'Yes, it is what it looks like', 'rating': '6/10'}, {'review': 'It is what it is', 'rating': '10/10'}, {'review': 'Just sit back and enjoy.', 'rating': '1/10'}, {'review': 'Ignore the positive reviews!! Skip this movie PLEASE!!!!', 'rating': '2/10'}, {'review': 'The Package', 'rating': '2/10'}, {'review': 'Is that what its passing for humor these days?', 'rating': '1/10'}, {'review': ""You'd be surprised at how well this bizarre teen comedy is put together."", 'rating': '1/10'}, {'review': 'Tedious and Awful : not even worth a single star', 'rating': 'Sin calificación'}, {'review': 'Maybe we should have men take a break', 'rating': 'Sin calificación'}]}"
104,tt2338454,"{'imdb_id': 'tt2338454', 'comentarios': [{'review': ""An odd film that doesn't know how to be odd"", 'rating': '5/10'}, {'review': 'Potential Wasted', 'rating': '4/10'}, {'review': 'Dream on', 'rating': '8/10'}, {'review': 'Zany brilliance', 'rating': '6/10'}, {'review': 'I like it', 'rating': '7/10'}, {'review': 'Perfect wake and bake movie.', 'rating': '8/10'}, {'review': 'I might be the one single person who is the target audience of the movie', 'rating': '8/10'}, {'review': 'A somewhat embarrassing mess', 'rating': '3/10'}, {'review': 'Great Movie for the Outcasts', 'rating': '6/10'}, {'review': 'I was expecting a point, but I guess not?', 'rating': '3/10'}, {'review': 'Surprisingly emotional', 'rating': '9/10'}, {'review': 'Just okay', 'rating': '5/10'}, {'review': ""Fantastic, don't be fooled by rating"", 'rating': '9/10'}, {'review': 'Adorable artsy & very relatable', 'rating': '8/10'}, {'review': ""It's kind of...."", 'rating': '3/10'}, {'review': 'One of those movie you can play while doing something else.', 'rating': '5/10'}, {'review': 'Delightful, Quirky and Charming', 'rating': '6/10'}, {'review': ""Larson's directorial debut is solid"", 'rating': '9/10'}, {'review': 'Weird, funny, thoughtful, interpretable, and a feel-good movie', 'rating': '8/10'}, {'review': 'An Interesting Movie Propelled by Good Performances', 'rating': '8/10'}, {'review': 'Dull', 'rating': '3/10'}, {'review': ""A Good Independent Movie That Won't Please Everyone"", 'rating': '8/10'}, {'review': 'Somewhere over the rainbow', 'rating': '7/10'}, {'review': 'The Unicorn Store Review', 'rating': '6/10'}, {'review': 'A fascinating and equally delightful look into the millennial mindset', 'rating': '8/10'}]}"
105,tt8169446,"{'imdb_id': 'tt8169446', 'comentarios': [{'review': ""Don't go to McDonald's for Filet Mignon"", 'rating': '8/10'}, {'review': 'Really disappointing', 'rating': '3/10'}, {'review': 'Very Disappointing', 'rating': '2/10'}, {'review': ""Doesn't work as a comedy"", 'rating': '3/10'}, {'review': 'Wine Country review', 'rating': '4/10'}, {'review': 'Literally painful', 'rating': '9/10'}, {'review': 'Wine Country pours spirits upon its sunny vineyards but fails to let the alcohol breathe.', 'rating': '1/10'}, {'review': 'Miss the SNL ladies.', 'rating': '5/10'}, {'review': 'Didnt expect it to be THIS bad...', 'rating': '2/10'}, {'review': 'Disappointing', 'rating': '4/10'}, {'review': 'Weird, awkward, and painfully unfunny', 'rating': '3/10'}, {'review': 'Well marketed, but the film falls flat', 'rating': '4/10'}, {'review': 'Lazy lazy lazy... I think I could write a better film', 'rating': '2/10'}, {'review': 'Forced Female Grown Ups movie', 'rating': '9/10'}, {'review': 'Cringing', 'rating': '8/10'}, {'review': 'Fun, lighthearted, relatable, and not for everyone!', 'rating': '4/10'}, {'review': 'Age Appropriate Movie', 'rating': '4/10'}, {'review': 'A Lot of Wasted Potential', 'rating': '3/10'}, {'review': 'Sideways(2004) it is not.', 'rating': '3/10'}, {'review': 'Wasted talent', 'rating': '1/10'}, {'review': 'You know what they say about Netflix', 'rating': '1/10'}, {'review': 'What is so funny about middle aged women and vibrators?', 'rating': '2/10'}, {'review': 'No.', 'rating': '3/10'}, {'review': 'Whine Country', 'rating': 'Sin calificación'}, {'review': 'Such a waste of talented women', 'rating': 'Sin calificación'}]}"
106,tt6895746,"{'imdb_id': 'tt6895746', 'comentarios': [{'review': 'Movie Review', 'rating': '8/10'}, {'review': 'Really funny', 'rating': '8/10'}, {'review': ""There's almost no Basque in it."", 'rating': '6/10'}, {'review': 'Lack of faith', 'rating': '7/10'}]}"
107,tt5240748,"{'imdb_id': 'tt5240748', 'comentarios': [{'review': 'Quirky offbeat film that I really liked! You might, too :)', 'rating': '9/10'}, {'review': 'This is how you make Cinema', 'rating': '9/10'}, {'review': 'Sex & Glory. ♦ Grade C-', 'rating': '5/10'}, {'review': 'Well Written and Extremely well executed', 'rating': '9/10'}, {'review': 'worth a watch', 'rating': '7/10'}, {'review': 'Unoriginal and rubbish!', 'rating': '2/10'}, {'review': 'Coming of Age', 'rating': '10/10'}, {'review': 'Waste of time.', 'rating': '2/10'}, {'review': 'What a piece of Crap!!!!', 'rating': '2/10'}, {'review': 'Confusing Sex Comedy !!', 'rating': '5/10'}, {'review': 'You will like it', 'rating': '7/10'}, {'review': 'A masterpiece', 'rating': '10/10'}, {'review': 'It is quirky, weird but i loved it', 'rating': '8/10'}, {'review': ""An out and out comical saga set back in the 70's and 80's!"", 'rating': '8/10'}]}"
108,tt11821818,"{'imdb_id': 'tt11821818', 'comentarios': [{'review': 'Charming!', 'rating': '9/10'}, {'review': 'Love it', 'rating': '9/10'}, {'review': 'It is not something new', 'rating': '6/10'}, {'review': 'Amazing movie.', 'rating': '10/10'}, {'review': ""I don't understand the language"", 'rating': '10/10'}, {'review': 'Maisa is amazing', 'rating': '7/10'}, {'review': 'Cute, but extremely silly...', 'rating': '7/10'}, {'review': 'If you have a absent father, this is for you', 'rating': '10/10'}, {'review': 'Joyful Family Film', 'rating': '9/10'}, {'review': 'The worst ever.', 'rating': '1/10'}, {'review': 'Awful', 'rating': '1/10'}, {'review': 'Ummm', 'rating': '4/10'}, {'review': 'Weak', 'rating': '4/10'}]}"
109,tt9860752,"{'imdb_id': 'tt9860752', 'comentarios': [{'review': 'A place where everyone knows your name...', 'rating': '8/10'}, {'review': 'Bad, But I Loved It', 'rating': '6/10'}, {'review': 'Exactly what you think it is', 'rating': '4/10'}, {'review': 'Sweet love story', 'rating': '7/10'}, {'review': 'Cute, feel-good romantic comedy', 'rating': '9/10'}, {'review': 'Horrible', 'rating': '3/10'}, {'review': 'Why all the hate?!', 'rating': '8/10'}, {'review': 'No chemistry whatsoever', 'rating': '4/10'}, {'review': 'ABSOLUTE CRAP', 'rating': '1/10'}, {'review': 'Typical romantic movie', 'rating': '6/10'}, {'review': 'Jake is Australian!!!!!!', 'rating': '4/10'}, {'review': 'I made an account just to write this review.', 'rating': '8/10'}, {'review': 'Embarrassingly Bad', 'rating': '1/10'}, {'review': ""Oh come on. It wasn't that bad."", 'rating': '7/10'}, {'review': 'Formulaic, but endearing', 'rating': '8/10'}, {'review': ""Yes, it's cliche... But it's heartwarming."", 'rating': '8/10'}, {'review': 'Wow, so many haters for what is actually a lovely little movie.', 'rating': '10/10'}, {'review': 'Easy watching film but why have an Aussie as main actor when in NZ!', 'rating': '6/10'}, {'review': 'NOT FALLING IN LOVE W/THIS...!', 'rating': '3/10'}, {'review': 'Heartwarming', 'rating': '6/10'}, {'review': 'classic rom com', 'rating': '7/10'}, {'review': 'Perhaps the worst move I have ever seen', 'rating': '1/10'}, {'review': 'Hahahahahahahaahaha', 'rating': '1/10'}, {'review': 'Omfg', 'rating': '1/10'}, {'review': 'Mixed about this', 'rating': '6/10'}]}"
110,tt5057140,"{'imdb_id': 'tt5057140', 'comentarios': [{'review': 'Read the book if you are confused.', 'rating': '6/10'}, {'review': 'Boring and baffling', 'rating': '4/10'}, {'review': 'Did I miss something?', 'rating': '6/10'}, {'review': ""'Hold the Dark' holds all the right pieces, but drifts away into incoherent ambiguity"", 'rating': '6/10'}, {'review': 'The best part was the ending.', 'rating': '3/10'}, {'review': ""Jeremy Saulnier's Latest Is Also His Weakest"", 'rating': '6/10'}, {'review': 'An atmospheric success that is far from perfect', 'rating': '8/10'}, {'review': 'Read the book after. Then watch again. Ending explained.', 'rating': '2/10'}, {'review': 'Wtf did I just watch?!', 'rating': '7/10'}, {'review': 'Holds your patience in the Dark', 'rating': '3/10'}, {'review': 'Please re-edit this movie.', 'rating': '8/10'}, {'review': 'Challenging', 'rating': '9/10'}, {'review': 'great atmosphere', 'rating': '5/10'}, {'review': 'SPEAK UP PLEASE', 'rating': '9/10'}, {'review': 'Beautifully Captivating', 'rating': '4/10'}, {'review': 'Hold the Dark: I get the criticism, to an extent anyway', 'rating': '1/10'}, {'review': 'Yet another stinker from Netflix', 'rating': '1/10'}, {'review': 'One of the worst movies on the name of Artistic Cinema', 'rating': '3/10'}, {'review': 'And, so...what was it about...?', 'rating': '8/10'}, {'review': 'Unpredictable bleak Alaskan adventure, mystery, thriller', 'rating': '2/10'}, {'review': '2/10 stars for 2/10 parts of the story you should have given us', 'rating': '8/10'}, {'review': ""Bleak doesn't equate to boring"", 'rating': '7/10'}, {'review': '""I can see you need to let the wolf out a little.""', 'rating': '7/10'}, {'review': ""Gets the atmosphere just right, but doesn't really form into a satisfying whole"", 'rating': 'Sin calificación'}]}"
111,tt11100856,"{'imdb_id': 'tt11100856', 'comentarios': [{'review': 'Better Than the Trailer!', 'rating': '8/10'}, {'review': ""Don't mistake this for anything more than it's meant to be"", 'rating': '7/10'}, {'review': 'Who is writing these negative reviews???', 'rating': '10/10'}, {'review': 'Lovely!', 'rating': '8/10'}, {'review': 'Predictable yet lovely', 'rating': '7/10'}, {'review': 'Good, Clean and Cute Love Story', 'rating': '8/10'}, {'review': 'Meets the Formula', 'rating': '7/10'}, {'review': 'Good Old Fashioned Love Story', 'rating': '7/10'}, {'review': 'A long overdue RLC return!', 'rating': '8/10'}, {'review': 'Solid Rom Com', 'rating': '8/10'}, {'review': 'Cute, Feel Good Rom-Com', 'rating': '7/10'}, {'review': 'Schmaltzy and predictable and exactly what I wanted', 'rating': '8/10'}, {'review': 'Very nice movie', 'rating': '6/10'}, {'review': 'Cute and funny with a side of cheesyness', 'rating': '8/10'}, {'review': 'Sweet & lovely watch (But nothing Special)', 'rating': '6/10'}, {'review': 'Enjoyable story, bad execution', 'rating': '2/10'}, {'review': 'Easy going Rom-Com', 'rating': '5/10'}, {'review': ""What's up with the ending?"", 'rating': '5/10'}, {'review': 'Not too bad, but very predictable and the ending was very rushed', 'rating': '3/10'}, {'review': 'Good chick flick', 'rating': '10/10'}, {'review': 'Amazing movie', 'rating': '8/10'}, {'review': 'Decent watch', 'rating': '6/10'}, {'review': 'Predictable, but fun and easy to watch', 'rating': '7/10'}, {'review': 'Lacks chemistry, jokes fell flat, characters underdeveloped', 'rating': '3/10'}, {'review': 'Pleasantly surprising a Rom Com. Enjoyed this one!!', 'rating': '6/10'}]}"
112,tt11988512,"{'imdb_id': 'tt11988512', 'comentarios': [{'review': 'Another way to rethink love', 'rating': '9/10'}, {'review': 'Life is a journey!', 'rating': '8/10'}, {'review': 'Nice movie', 'rating': '8/10'}, {'review': 'Wonderful.', 'rating': '8/10'}, {'review': 'beautiful', 'rating': '10/10'}, {'review': 'Wonderful!', 'rating': '10/10'}, {'review': ""It's amazing! Ignore the negative reviews."", 'rating': '10/10'}, {'review': 'A joyful alternative movie, a peaceful production', 'rating': '9/10'}, {'review': 'Deserves at least 6.8', 'rating': '9/10'}, {'review': 'Tragic but charming this slow unraveling might be worth a watch.', 'rating': '7/10'}, {'review': 'Absolutely boring', 'rating': '4/10'}, {'review': 'A complete bull*hit', 'rating': '1/10'}, {'review': 'Such a beautiful movie!', 'rating': '10/10'}, {'review': 'A good start', 'rating': '8/10'}, {'review': 'Full of beauty and hope.', 'rating': '10/10'}, {'review': 'Good job', 'rating': '7/10'}, {'review': 'A Great Drama', 'rating': '7/10'}, {'review': 'Definitely deserves to be in the worst movie lists', 'rating': '1/10'}, {'review': 'like art', 'rating': '7/10'}, {'review': 'Why', 'rating': '4/10'}, {'review': 'A little bit of French cinema feeling here', 'rating': '8/10'}, {'review': ""Don't watch unless you want to waste time"", 'rating': '1/10'}, {'review': 'OUTRAGEOUS', 'rating': '1/10'}, {'review': 'Reminded me of Jab We Met', 'rating': '10/10'}, {'review': 'Very Very Available Film', 'rating': '1/10'}]}"
