Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes,comentarios
tm370392,The Week Of,"April 27, 2018",116,Comedy,English,MOVIE,The parents of a soon-to-be married couple make the final preparations for the wedding ceremony.,pg-13,tt6821012,5.2,21855.0,5.4,10.24,"{'imdb_id': 'tt6821012', 'comentarios': [{'review': 'Why so hard on this movie?', 'rating': '7/10'}, {'review': 'Good for a one time watch', 'rating': '7/10'}, {'review': 'A bit too loud, but not without its funny moments', 'rating': '6/10'}, {'review': 'The Week Of: As funny as a rectal exam', 'rating': '3/10'}, {'review': 'Delightfully Odd and Touching.', 'rating': '7/10'}, {'review': 'Relatable and funny!', 'rating': '8/10'}, {'review': 'Bad directing, terrible editing and even worse screenplay make this film very disappointing', 'rating': '4/10'}, {'review': ""I don't understand!"", 'rating': '1/10'}, {'review': 'Really surprising', 'rating': '8/10'}, {'review': 'The Week I Needed!', 'rating': '10/10'}, {'review': 'Disappointing', 'rating': '3/10'}, {'review': 'Does Adam Sandler not like Netflix?', 'rating': '3/10'}, {'review': 'I seem to be the only person who liked this.', 'rating': '7/10'}, {'review': 'Not funny, fun or very interesting', 'rating': '4/10'}, {'review': 'Well, Chris Rock forgot how to act.', 'rating': '4/10'}, {'review': 'Entertaining simple comedy', 'rating': '7/10'}, {'review': 'Why?', 'rating': '1/10'}, {'review': 'Literally Laugh Out Loud Funny!', 'rating': '8/10'}, {'review': 'Worst ""week"" ever', 'rating': '3/10'}, {'review': 'Just keep making horrible movies and getting paid Adam.', 'rating': '3/10'}, {'review': 'Awful!', 'rating': '1/10'}, {'review': 'Unfunny, Unentertaining, Ungood.', 'rating': '4/10'}, {'review': 'Load of stupid crap', 'rating': '1/10'}, {'review': 'Wow...', 'rating': '1/10'}, {'review': 'Unequivocally unintelligent, unhumurous', 'rating': '1/10'}]}"
tm438995,A Christmas Prince: The Royal Wedding,"November 30, 2018",92,"Romance, Comedy",English,MOVIE,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",pg,tt8709036,5.3,10698.0,6.4,9.051,"{'imdb_id': 'tt8709036', 'comentarios': [{'review': 'The slapstick over the top Dad!😠', 'rating': '2/10'}, {'review': 'What in the jingle bells happened?!', 'rating': '7/10'}, {'review': 'Terrible', 'rating': '2/10'}, {'review': 'Completely different feel to the first film', 'rating': '5/10'}, {'review': 'Brilliant garbage', 'rating': '8/10'}, {'review': 'They spent all the film budget on the sets', 'rating': '7/10'}, {'review': ""If you expect it to be exactly what it is... then you won't be disappointed."", 'rating': '8/10'}, {'review': 'Dad Recast?!?', 'rating': '3/10'}, {'review': 'Not Sure It Rates a 2', 'rating': '2/10'}, {'review': 'A parody of a society and relationships', 'rating': '1/10'}, {'review': 'The royal mediocrity', 'rating': '4/10'}, {'review': 'Not a wonderful as the first', 'rating': '7/10'}, {'review': 'How to kill brain cells in 92 minutes', 'rating': '1/10'}, {'review': 'I am a sucker for romance !!', 'rating': '6/10'}, {'review': 'Not as good as the first, but...', 'rating': '7/10'}, {'review': 'Royal wedding - count me in!', 'rating': '4/10'}, {'review': 'Not as charming as the original', 'rating': '1/10'}, {'review': ""I just can't even..."", 'rating': '5/10'}, {'review': 'I expected something better...', 'rating': '1/10'}, {'review': 'DO NOT!', 'rating': '3/10'}, {'review': 'Muddled', 'rating': '6/10'}, {'review': 'A Decent Sequel', 'rating': '8/10'}, {'review': 'As sweet as Christmas Cake', 'rating': '2/10'}, {'review': ""So bad it's good."", 'rating': '4/10'}, {'review': 'Bloopers are the best part', 'rating': 'Sin calificación'}]}"
tm826875,Back to School,"August 30, 2019",83,Comedy,French,MOVIE,Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes..,UNKNOWN,tt10715194,5.3,1267.0,5.4,5.563,"{'imdb_id': 'tt10715194', 'comentarios': [{'review': 'Average comedy', 'rating': '5/10'}, {'review': 'Amazing in its original French. Totally different movie with English Audio', 'rating': '10/10'}, {'review': 'An Average Pop-Corn Movie', 'rating': '6/10'}, {'review': ""Who's who"", 'rating': '6/10'}, {'review': 'Light stuff', 'rating': '8/10'}, {'review': 'The movie you expected', 'rating': '7/10'}, {'review': 'Easy to watch update on a trope', 'rating': '6/10'}, {'review': 'to Set Up a Group for People Who Gripe About Dubbing', 'rating': '8/10'}, {'review': 'Jerome Niel', 'rating': '1/10'}]}"
tm883189,Dangerous Lies,"April 30, 2020",97,Thriller,English,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",UNKNOWN,tt10061766,5.3,16943.0,6.4,11.808,
tm851912,Gunjan Saxena: The Kargil Girl,"August 12, 2020",112,"Action, Drama",Hindi,MOVIE,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,UNKNOWN,tt10350626,5.3,34567.0,7.4,6.318,"{'imdb_id': 'tt10350626', 'comentarios': [{'review': 'Pankaj Tripathi Show', 'rating': '9/10'}, {'review': 'very boring', 'rating': '1/10'}, {'review': 'Nice l concept & story waste by nepotism', 'rating': '1/10'}, {'review': 'Too bad', 'rating': '1/10'}, {'review': 'Horrible Nepotism product', 'rating': '1/10'}, {'review': 'Waste of good script and Pankaj Tripathi', 'rating': '1/10'}, {'review': 'IAF Rocks', 'rating': '9/10'}, {'review': 'Pankaj Tripathi Rocks', 'rating': '8/10'}, {'review': 'Proud to give this movie 1 star', 'rating': '1/10'}, {'review': 'Must watch guys', 'rating': '9/10'}, {'review': 'Emotionless actiong', 'rating': '1/10'}, {'review': 'Massive dissapointment.', 'rating': '2/10'}, {'review': 'Blockbuster', 'rating': '9/10'}, {'review': 'Awesome flick', 'rating': '9/10'}, {'review': 'Very Good!', 'rating': '9/10'}, {'review': 'Patriotic movie', 'rating': '9/10'}, {'review': 'Nice', 'rating': '9/10'}, {'review': 'Emotional and heart touching', 'rating': '9/10'}, {'review': 'Great Movie', 'rating': '9/10'}, {'review': 'Nice trailer', 'rating': '9/10'}, {'review': 'Movie = story + acting', 'rating': '1/10'}, {'review': 'Brilliant', 'rating': '9/10'}, {'review': 'Mind-blowing', 'rating': '9/10'}, {'review': 'Save your time by not watching expressionless movie', 'rating': '1/10'}, {'review': 'Excellent', 'rating': '9/10'}]}"
tm856545,Intuition,"May 28, 2020",116,"Thriller, Drama",Spanish,MOVIE,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".",UNKNOWN,tt12282598,5.3,2663.0,6.3,15.292,"{'imdb_id': 'tt12282598', 'comentarios': [{'review': 'Disjointed', 'rating': '3/10'}, {'review': 'Better detective', 'rating': '8/10'}, {'review': 'Argentinian Noir', 'rating': '7/10'}, {'review': 'Unwatchable.', 'rating': '2/10'}, {'review': 'A Good Argentine suspense film ...', 'rating': '7/10'}, {'review': 'Too bad', 'rating': '5/10'}, {'review': 'Intuition', 'rating': '8/10'}, {'review': 'It is not at the level of the first installment', 'rating': '6/10'}, {'review': 'Hopelessbly boring', 'rating': '2/10'}, {'review': 'Great movie', 'rating': '10/10'}, {'review': 'Do not watch this one!', 'rating': '1/10'}, {'review': 'Another cop film', 'rating': '3/10'}, {'review': 'Awesome film', 'rating': '6/10'}, {'review': 'Another Multitasking Movie', 'rating': '4/10'}, {'review': 'Very boring and unwatchable', 'rating': '3/10'}, {'review': 'Boring', 'rating': '4/10'}, {'review': 'If you have nothing nothing to see is the best option.', 'rating': '3/10'}, {'review': 'Pathetic', 'rating': '1/10'}, {'review': 'Not dishonorable, but is part of the standard batch of good script illustration', 'rating': '6/10'}, {'review': 'Like a modern made for TV British police drama, but worse', 'rating': '4/10'}, {'review': 'Robots talking', 'rating': '1/10'}, {'review': 'Yeah, nah . . .', 'rating': '2/10'}, {'review': 'Nothing worth talking about.', 'rating': '3/10'}, {'review': 'Gritty Dectective Movie', 'rating': '9/10'}, {'review': 'Confused', 'rating': '4/10'}]}"
tm351720,The Most Assassinated Woman in the World,"September 7, 2018",102,"Mystery, Thriller",French,MOVIE,"Set against the backdrop of the infamous Theatre Grand Guignol the story revolves around iconic actress Paula Maxa - the most famous of the Grand Guignol's leading ladies and the titular Most Assassinated Woman, who was graphically slain on stage multiple times a day.",UNKNOWN,tt6186696,5.3,1092.0,5.2,4.162,"{'imdb_id': 'tt6186696', 'comentarios': [{'review': 'A great celebration of the Grand-Guignol and its ultimate leading lady, Paula Maxa', 'rating': '7/10'}, {'review': 'Beautifully theatrical.', 'rating': '10/10'}, {'review': 'Very stylish and engaging thriller based on a true story', 'rating': '8/10'}, {'review': 'Dark... In A Good Way', 'rating': '9/10'}, {'review': 'Bigger screen', 'rating': '7/10'}, {'review': 'Too dark to make out what is happening.', 'rating': '1/10'}, {'review': 'Too dark to see literally too Dark.', 'rating': '1/10'}, {'review': 'Nice', 'rating': '8/10'}]}"
tm833216,Things Heard & Seen,"April 29, 2021",121,Horror,English,MOVIE,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",UNKNOWN,tt10962368,5.3,30703.0,5.8,14.718,"{'imdb_id': 'tt10962368', 'comentarios': [{'review': 'Good, until the ending.', 'rating': '6/10'}, {'review': 'The Ending?', 'rating': '3/10'}, {'review': 'Did you know...?', 'rating': '2/10'}, {'review': 'What happened with the last part?', 'rating': '5/10'}, {'review': 'Could have been much better...', 'rating': '5/10'}, {'review': 'Such a frustrating mess', 'rating': '3/10'}, {'review': 'Cliche after cliche after cliche...', 'rating': '3/10'}, {'review': 'A movie without guts and without glory', 'rating': '6/10'}, {'review': 'Terrible script', 'rating': '2/10'}, {'review': 'The ending explained', 'rating': '8/10'}, {'review': 'Weak on the horror', 'rating': '7/10'}, {'review': ""Classic 70's style old school, slow burn ghost thriller."", 'rating': '7/10'}, {'review': 'Had potential', 'rating': '5/10'}, {'review': 'Bell Curved on Me.', 'rating': '4/10'}, {'review': 'Should have trusted my instincts.', 'rating': '3/10'}, {'review': ""Could've Been Better"", 'rating': '6/10'}, {'review': 'The movie builds up to nothing', 'rating': '3/10'}, {'review': ""Didn't need to be a ghost story"", 'rating': '7/10'}, {'review': 'What happened?', 'rating': '2/10'}, {'review': 'People have missed the point', 'rating': '8/10'}, {'review': 'I liked it...', 'rating': '8/10'}, {'review': 'A scare to distract from our horrible pandemic', 'rating': '3/10'}, {'review': 'Wish i had not seen or heard', 'rating': '2/10'}, {'review': 'What the heck did I just watch?', 'rating': '5/10'}, {'review': ""I don't paint anymore"", 'rating': 'Sin calificación'}]}"
tm420800,"To Each, Her Own","June 24, 2018",95,"Comedy, Romance",French,MOVIE,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",UNKNOWN,tt15739130,5.3,1756.0,5.1,7.382,
tm461827,Who Would You Take to a Deserted Island?,"April 12, 2019",93,"Comedy, Drama",Spanish,MOVIE,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",UNKNOWN,tt8976832,5.3,2487.0,5.0,9.328,"{'imdb_id': 'tt8976832', 'comentarios': [{'review': 'Worth a watch', 'rating': '7/10'}, {'review': 'Sweet & nostalgic. Why is the rating so low?', 'rating': '7/10'}, {'review': 'Your life can change in just 1 minute!', 'rating': '7/10'}, {'review': 'Really good movie', 'rating': '8/10'}, {'review': 'Only watch if you are bored!', 'rating': '3/10'}, {'review': 'Worth the effort', 'rating': '8/10'}, {'review': 'Fantastic performances', 'rating': '8/10'}, {'review': 'A good one!', 'rating': '9/10'}, {'review': 'funny story, great acting', 'rating': '9/10'}, {'review': 'Loved it', 'rating': '9/10'}, {'review': 'Complete trash', 'rating': '1/10'}, {'review': 'So bad', 'rating': '2/10'}, {'review': 'Extremely compelling performances, relatable with a gritty, non formulaic feel', 'rating': '9/10'}, {'review': 'I fell asleep', 'rating': '1/10'}, {'review': 'The 10 is for the acting', 'rating': '10/10'}]}"
tm239774,XOXO,"August 26, 2016",92,"Music, Drama",English,MOVIE,"XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.",UNKNOWN,tt4855748,5.3,7021.0,6.0,16.887,"{'imdb_id': 'tt4855748', 'comentarios': [{'review': 'Terrible', 'rating': '3/10'}, {'review': 'Underrated! Must watch for the Musicians!', 'rating': '8/10'}, {'review': 'Vibrant, colorful, and passionate!', 'rating': '8/10'}, {'review': 'From the perspective of someone who attends these events, the movie was very enjoyable, albeit a bit predictable.', 'rating': '7/10'}, {'review': 'Shockingly bad', 'rating': '1/10'}, {'review': 'XOXO is a cute love story with a backdrop of rave culture and is filled with so many lovable eccentric characters.', 'rating': '8/10'}, {'review': 'As someone who loves raves - This is a great romantic comedy and movie about the scene.', 'rating': '10/10'}, {'review': 'The second half is better', 'rating': '2/10'}, {'review': ""NAH..I DON'T WANT TO DANCE...!"", 'rating': '4/10'}, {'review': ""Appealing visuals and alright performances, it's neither a slow jam or a banger."", 'rating': '4/10'}, {'review': '1 hour and 30 minute of clichés', 'rating': '9/10'}, {'review': 'sweet feel good movie', 'rating': '8/10'}, {'review': 'Fun Movie', 'rating': '1/10'}, {'review': 'It a PLUR not life!', 'rating': '6/10'}, {'review': 'Rave on', 'rating': '9/10'}, {'review': 'From a different perspective', 'rating': '10/10'}, {'review': 'If you love Trance and festivals you will like', 'rating': '10/10'}, {'review': 'Give it a break', 'rating': '10/10'}, {'review': 'it changed my life, literally!!!!!', 'rating': '10/10'}, {'review': 'An incredible movie that makes you feel infinite', 'rating': '6/10'}, {'review': 'Reminiscent Of A Few Others...', 'rating': '3/10'}, {'review': 'Lacking and Misintrepreting', 'rating': '7/10'}, {'review': 'XOXO', 'rating': '7/10'}, {'review': 'Too anything', 'rating': 'Sin calificación'}, {'review': 'Interesting Perspective On Rave Culture', 'rating': 'Sin calificación'}]}"
tm932595,A Babysitter's Guide to Monster Hunting,"October 15, 2020",98,"Family, Fantasy, Adventure, Comedy",English,MOVIE,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",pg,tt4844150,5.4,4172.0,6.2,39.595,"{'imdb_id': 'tt4844150', 'comentarios': [{'review': 'People need to remember its aimed at kids', 'rating': '10/10'}, {'review': 'A fun YA take on Men in Black by way of Beetlejuice and Monsters Inc.', 'rating': '8/10'}, {'review': 'Good kids movie', 'rating': '7/10'}, {'review': 'Looking forward to the second part already!', 'rating': '10/10'}, {'review': 'Not the best but unique & a good kids film', 'rating': '6/10'}, {'review': 'Okay kids movie', 'rating': '7/10'}, {'review': 'best for kids', 'rating': '8/10'}, {'review': ""I wasn't sure at first but I actually ended up enjoying it !!!"", 'rating': '10/10'}, {'review': 'Total cuteness...', 'rating': '8/10'}, {'review': 'Kids movie', 'rating': '8/10'}, {'review': 'Family fun', 'rating': '9/10'}, {'review': 'Great Halloween Movie', 'rating': '10/10'}, {'review': ""Family Fun, and that's all it needs to be"", 'rating': '7/10'}, {'review': 'It aimed for kids', 'rating': '6/10'}, {'review': 'No, just no....', 'rating': '1/10'}, {'review': 'How the fk did they fk this up so bad?', 'rating': '1/10'}, {'review': 'Nothing to complain here', 'rating': '8/10'}, {'review': 'for limited target market', 'rating': '1/10'}, {'review': 'Nah. Pass.', 'rating': '3/10'}, {'review': 'AWESOME!!!', 'rating': '10/10'}, {'review': 'An hour and a half cliché', 'rating': '2/10'}, {'review': 'Boring, cheesy, and feeling like a straight to Nickolodeon movie.', 'rating': '4/10'}, {'review': 'SUPPORT', 'rating': '10/10'}, {'review': 'Good old ideas!', 'rating': '6/10'}, {'review': ""It's a children's movie..."", 'rating': '1/10'}]}"
tm838765,A Christmas Prince: The Royal Baby,"December 5, 2019",85,"Romance, Family",English,MOVIE,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty.",UNKNOWN,tt10006006,5.4,6764.0,6.4,15.638,"{'imdb_id': 'tt10006006', 'comentarios': [{'review': 'Back with the Royals!', 'rating': '7/10'}, {'review': 'Great cheesy movie.', 'rating': '8/10'}, {'review': 'Decent watch', 'rating': '6/10'}, {'review': ""That's an old baby"", 'rating': '5/10'}, {'review': 'Silly, fun Christmas trilogy', 'rating': '8/10'}, {'review': 'Emily needs her own movie!', 'rating': '7/10'}, {'review': ""If you loved the first two movies, you'll love this one..."", 'rating': '9/10'}, {'review': 'Watchable', 'rating': '6/10'}, {'review': ""The 'A Christmas Prince Trilogy' is the Christmas franchise to beat."", 'rating': '8/10'}, {'review': 'Leave Simon alone!', 'rating': '7/10'}, {'review': 'Kind of stupid', 'rating': '3/10'}, {'review': 'A little better then the last one, but not by much', 'rating': '8/10'}, {'review': ""Should've stopped after the first movie"", 'rating': '7/10'}, {'review': 'Good clean fun', 'rating': '5/10'}, {'review': 'Not great', 'rating': '5/10'}, {'review': 'Nonsense', 'rating': '8/10'}, {'review': 'A great addition to the franchise!', 'rating': '10/10'}, {'review': 'This is the third part of the series review on this six part series of two semi independent triologys that I have watched three times in two months', 'rating': '7/10'}, {'review': 'I KNOW A MOVIE, BUT REALLY', 'rating': '7/10'}, {'review': ""it's not as good as the other 2"", 'rating': '4/10'}, {'review': 'More royal mediocrity', 'rating': '5/10'}, {'review': 'Simple and Fun', 'rating': '2/10'}, {'review': 'A christmas tragedy: The royal baby', 'rating': '1/10'}, {'review': 'All the stupid clichés in the same ugly package.', 'rating': '4/10'}, {'review': 'No, but yeah!', 'rating': 'Sin calificación'}]}"
tm463038,Despite Everything,"May 3, 2019",78,Comedy,Spanish,MOVIE,"Sara, Lucía, Sofía and Claudia are sisters, 4 modern women with very different personalities, who come together at their mother's funeral, after which they discover the man they've all called ""dad"" throughout their lives is not really their father. They embark on a quest to discover who their real fathers are, discovering more about themselves, their mother, and their lives.",UNKNOWN,tt9150970,5.4,4956.0,6.0,14.306,"{'imdb_id': 'tt9150970', 'comentarios': [{'review': 'As Bland As Flan', 'rating': '4/10'}, {'review': '1 point only for the good act of the casts', 'rating': '1/10'}, {'review': 'Disappointing', 'rating': '2/10'}, {'review': 'Excellent cast, empty characters', 'rating': '4/10'}, {'review': 'Just ok', 'rating': '6/10'}, {'review': 'Forgive me father(?) for you have sinned', 'rating': '6/10'}, {'review': ""Just 'meh'. Generous 5 stars."", 'rating': '5/10'}, {'review': 'trash', 'rating': '1/10'}, {'review': 'Flan-tastic!', 'rating': '7/10'}, {'review': 'This could have been a Hallmark story.', 'rating': '3/10'}, {'review': 'You will lose your time in nothing', 'rating': '1/10'}, {'review': ""Don't waste your time."", 'rating': '1/10'}, {'review': 'A cute uplifting movie', 'rating': '7/10'}, {'review': 'Abrupt and shallow', 'rating': '1/10'}, {'review': 'Typical Spanish soap opera.Sweet.', 'rating': '2/10'}, {'review': 'Fresh and entertaining', 'rating': '10/10'}, {'review': 'A Comedy by Women For Women (and the Men who love them)', 'rating': '10/10'}, {'review': 'Very Fun', 'rating': '10/10'}, {'review': 'Meh', 'rating': '7/10'}, {'review': 'Wow. Fantastic', 'rating': '10/10'}]}"
tm838007,Dolly Kitty and Those Twinkling Stars,"September 18, 2020",120,"Comedy, Drama",Hindi,MOVIE,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",r,tt9176296,5.4,7580.0,5.9,2.456,"{'imdb_id': 'tt9176296', 'comentarios': [{'review': 'No Concept..!', 'rating': '1/10'}, {'review': 'Beware of fake users and fake ratings!', 'rating': '3/10'}, {'review': 'Unbelievably bad', 'rating': '1/10'}, {'review': ""It's terrible!"", 'rating': '2/10'}, {'review': 'Stop it', 'rating': '1/10'}, {'review': 'Crap', 'rating': '3/10'}, {'review': 'BORING . AVOID', 'rating': '1/10'}, {'review': 'Bluff in the name of feminism', 'rating': '2/10'}, {'review': 'Waste of time', 'rating': '1/10'}, {'review': 'Potential lost', 'rating': '1/10'}, {'review': 'BAd and ugly', 'rating': '1/10'}, {'review': 'Bakwas', 'rating': '1/10'}, {'review': 'Interesting premise', 'rating': '8/10'}, {'review': 'Boring and Forced', 'rating': '1/10'}, {'review': 'Disaster', 'rating': '1/10'}, {'review': 'cheap cheaper cheapest', 'rating': '1/10'}, {'review': 'Not Recommended 👎🏻 by Hit Ya Flop - Movie World', 'rating': '4/10'}, {'review': 'A bit underwhelming', 'rating': '5/10'}, {'review': 'In one word filthy', 'rating': '1/10'}, {'review': 'Hopeless movie', 'rating': '1/10'}, {'review': 'The movie is cringe!', 'rating': '2/10'}, {'review': 'Stop spreading hinduphobia fake feminism', 'rating': '1/10'}, {'review': 'Watch for acting not for subject', 'rating': '6/10'}, {'review': 'Despite Konkana and Bhumi excelling in their roles, the movie tries to stuff too many lessons into its narrative', 'rating': '6/10'}, {'review': 'This movie', 'rating': '1/10'}]}"
tm321224,"Game Over, Man!","March 23, 2018",101,"Action, Comedy",English,MOVIE,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,r,tt3317234,5.4,30218.0,5.5,14.358,"{'imdb_id': 'tt3317234', 'comentarios': [{'review': 'Deliciously bad!', 'rating': '8/10'}, {'review': 'Fun film for any Workaholics fans', 'rating': '8/10'}, {'review': 'Guilty Pleasure', 'rating': '6/10'}, {'review': 'Silly, Bad, But Fun - Classic Workaholics Formula', 'rating': '7/10'}, {'review': ""Don't listen to these reviewers"", 'rating': '7/10'}, {'review': 'Bad reviews of this are a waste of time', 'rating': '5/10'}, {'review': 'Game Over, Man!: Puerile.....fun?', 'rating': '5/10'}, {'review': 'Raunchy, Violent, Ridiculous, Hilarious', 'rating': '7/10'}, {'review': 'Definitely NOT the worst film of its year', 'rating': '9/10'}, {'review': 'Silly dumb die hard pastiche fun', 'rating': '10/10'}, {'review': 'Pineapple Express meets Die Hard', 'rating': '9/10'}, {'review': ""you gotta know what you're watching"", 'rating': '6/10'}, {'review': 'Is what it is.', 'rating': '2/10'}, {'review': 'This lowbrow comedy is not for everyone', 'rating': '1/10'}, {'review': 'Very embarrassing', 'rating': '6/10'}, {'review': ""Please don't listen to these people"", 'rating': '8/10'}, {'review': 'Workaholics antics', 'rating': '5/10'}, {'review': 'Typical Netflix', 'rating': '2/10'}, {'review': 'Contender for the worst movie of the year.', 'rating': '1/10'}, {'review': 'Vulgarity is not synonymous with comedy', 'rating': '1/10'}, {'review': 'Seriously Mark Cuban?', 'rating': '1/10'}, {'review': ""One of the worse things I've ever seen!"", 'rating': '8/10'}, {'review': ""It's simple"", 'rating': '1/10'}, {'review': 'Great, if torturing and blowing up Chihuahuas is your type of entertainment...', 'rating': '1/10'}, {'review': 'Game Over Indeed', 'rating': 'Sin calificación'}]}"
tm413660,In the Tall Grass,"October 4, 2019",101,"Horror, Drama, Thriller",English,MOVIE,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",UNKNOWN,tt4687108,5.4,55276.0,5.5,15.188,"{'imdb_id': 'tt4687108', 'comentarios': [{'review': ""Don't go in there"", 'rating': '7/10'}, {'review': ""Technically Impressive, Narratively Lacking - It's an Enjoyable Mixed Bag"", 'rating': '7/10'}, {'review': 'I liked it !', 'rating': '7/10'}, {'review': 'For those confused....', 'rating': '7/10'}, {'review': ""Think twilight zone and you'll get through it."", 'rating': '7/10'}, {'review': 'I got trapped into this purgatory only after seeing Patrick Wilson in the trailer. Weak plot stretched unnecessary into 101 mins of boring grasses n wtf stone.', 'rating': '4/10'}, {'review': 'Not as bad as people are making it out to be', 'rating': '7/10'}, {'review': 'Trippy and definitely a Stephen King adaptation', 'rating': '8/10'}, {'review': 'Good! But Prepare For Subtleties.', 'rating': '8/10'}, {'review': 'A non-boring slow burn with childhood imagination', 'rating': '8/10'}, {'review': 'The Tall Grass, The Giant Rick,The Church= The Redeemer', 'rating': '8/10'}, {'review': 'A stupid story with bland characters and nothing to redeem it', 'rating': '4/10'}, {'review': 'From creepy and interesting to bizarre.', 'rating': '4/10'}, {'review': 'Intentions Are Good, But Fails...', 'rating': '4/10'}, {'review': 'I liked it.', 'rating': '8/10'}, {'review': ""It's a field and, um, I, hmm"", 'rating': '3/10'}, {'review': 'The Intriguing Supernatural Field', 'rating': '6/10'}, {'review': 'Religious symbols abound', 'rating': '7/10'}, {'review': 'Wasted Potential', 'rating': '3/10'}, {'review': 'The grass is pretty', 'rating': '2/10'}, {'review': 'I recommend everyone cut their grass this weekend!', 'rating': '7/10'}, {'review': 'A disturbing and suspenseful film', 'rating': '3/10'}, {'review': 'A lot of grass, and screaming.', 'rating': '8/10'}, {'review': 'Good little flick', 'rating': '6/10'}, {'review': 'We Were Given So Much Yet Not Enough', 'rating': 'Sin calificación'}]}"
tm1023388,Madame Claude,"April 2, 2021",112,"Crime, Drama, Romance",French,MOVIE,"Paris, the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the french political and criminal worlds. But the end of her empire is closer than she thinks.",UNKNOWN,tt10307724,5.4,3402.0,5.8,15.666,"{'imdb_id': 'tt10307724', 'comentarios': [{'review': 'IT COULD HAVE OFFERED MUCH MORE', 'rating': '5/10'}, {'review': ""Confusing if your not French, or don't know the back story."", 'rating': '2/10'}, {'review': ""What's the point?"", 'rating': '2/10'}, {'review': 'One of the worst editing ever', 'rating': '1/10'}, {'review': 'Interesting biopic - I do not understand all the negative ratings here', 'rating': '7/10'}, {'review': 'Realistic portrayal', 'rating': '7/10'}, {'review': 'The end is worth the wait', 'rating': '8/10'}, {'review': 'So empty', 'rating': '2/10'}, {'review': 'Boring', 'rating': '3/10'}, {'review': 'Could be better', 'rating': '3/10'}, {'review': 'Mais où est Emanuelle?', 'rating': '3/10'}, {'review': 'Boring', 'rating': '1/10'}, {'review': 'Stick to Madam Tussaud and Claude Chabrol', 'rating': '3/10'}, {'review': 'More for the female market', 'rating': '6/10'}, {'review': 'Inept filming', 'rating': '2/10'}, {'review': 'Its boring', 'rating': '1/10'}, {'review': 'How blind can one be', 'rating': '10/10'}, {'review': 'Much more than a ""madam""', 'rating': '7/10'}, {'review': 'Pointless', 'rating': '1/10'}, {'review': 'Soft Porn', 'rating': '4/10'}, {'review': 'if your french...', 'rating': '5/10'}, {'review': 'Fascinating tale of a bygone world', 'rating': '9/10'}, {'review': 'Amazing', 'rating': '1/10'}, {'review': ""What's even it trying to say?!"", 'rating': '2/10'}, {'review': ""Nice.... c'est tout"", 'rating': '7/10'}]}"
